Xdis		$Def$
0.004128	-1.2049
1.386251	-1.1647
2.513606	-1.0916
3.567394	-1.0059
4.543062	-0.92664
5.052551	-0.88733
6.586711	-0.78014
7.858268	-0.70574
9.332512	-0.63519
10.102155	-0.60392
11.677347	-0.54964
13.597607	-0.49781
15.439958	-0.45817
14.168008	-0.48431
16.972896	-0.43123
19.613733	-0.39541
20.343972	-0.38682

