Def 	$Force$
0		0
0.065 	0.0015 
0.291 	0.0102 
0.492 	0.0235 
0.694 	0.0399 
0.893 	0.0590 
1.094 	0.0800 
1.316 	0.1051 
1.515 	0.1287 
1.712 	0.1544 
1.912 	0.1812 
2.116 	0.2091 
2.318 	0.2378 
2.521 	0.2672 
2.724 	0.2972 
2.926 	0.3275 
3.131 	0.3587 
3.335 	0.3890 
3.538 	0.4201 
3.740 	0.4509 
3.945 	0.4820 

