Def 	$Force$
0		0
0.1697	0.00432
0.3734	0.01366
0.5738	0.02586
0.7726	0.04052
0.9720	0.05703
1.1712	0.07506
1.3704	0.09475
1.5712	0.11557
1.7707	0.13772
1.9749	0.16070
