Def 	$Force$
0		0
0.2510	0.00781
0.5333	0.02381
0.6817	0.03402
0.8289	0.04554
1.0495	0.06504
1.2707	0.08612
1.5999	0.12252
1.7738	0.14286
1.9474	0.16442
2.2078	0.19945
2.6002	0.256304
2.9946	0.317224
3.3894	0.383228
3.7824	0.45364
